"conflict","growth","rain"
1,-0.0370370894670486,-0.0796531736850739
1,0.0446154549717903,0.155679643154144
1,-0.00883658602833748,-0.0344820655882359
1,0.0267459247261286,0.059924528002739
1,0.0289436187595129,-0.0182765480130911
1,-0.00281298696063459,0.216019079089165
1,0.0112835206091404,-0.103501625359058
1,0.0223151631653309,0.147912085056305
1,-0.0436562150716782,-0.116581805050373
1,-0.0335106514394283,0.05256612226367
1,-0.0318554304540157,-0.20093896985054
1,-0.0841191411018372,-0.23940172791481
1,-0.263367980718613,0.456133276224136
1,-0.0193940475583076,-0.135098591446877
0,0.069228395819664,-0.00664731673896313
0,0.0664701610803604,-0.0701665803790092
1,0.030391987413168,-0.0633493214845657
1,0.00243759620934725,-0.0694902315735817
1,-0.00165306660346687,0.309199661016464
0,0.0565530396997929,-0.0312097631394863
0,-0.135089233517647,0.0382731966674328
0,-0.00982317328453064,-0.110178880393505
0,0.0248015634715557,0.128087058663368
0,0.0726041123270988,0.0163003411144018
0,-0.0406137853860855,0.0019970468711108
0,-0.0639698579907417,-0.105980738997459
0,0,0.174819216132164
0,-0.0743718594312668,0.112880252301693
0,-0.0010857624001801,-0.211797714233398
0,0.0282608289271593,0.398330539464951
0,0.00995580293238163,-0.140580549836159
0,0.00608635228127241,-0.0308465529233217
0,0.0144707793369889,0.183889999985695
0,0.0172862634062767,-0.157527461647987
0,0.0264799650758505,0.005324796307832
0,0.0286130402237177,-0.0299178026616573
0,0.0168159101158381,0.126498177647591
0,0.0207309983670712,-0.0388625673949718
0,0.0170103050768375,0.0319767110049725
0,0.00354788103140891,-0.279323935508728
0,-0.0540403984487057,0.0572346113622189
0,0.0395088084042072,-0.202828764915466
0,0.200308099389076,0.146752819418907
0,0.139067202806473,0.117363438010216
0,-0.170924097299576,-0.207438811659813
0,0.091980092227459,0.820326864719391
0,-0.0879668593406677,-0.140552818775177
0,0.0390554144978523,-0.333627223968506
0,0.0430453084409237,0.363431215286255
0,0.00130669795908034,-0.483912169933319
0,-0.00729330955073237,0.747824549674988
0,0.00975925382226706,-0.0822850689291954
0,0.0258835218846798,0.0920743942260742
0,0.0436721965670586,0.167647466063499
0,0.0149495899677277,0.0549428090453148
0,0.0160724222660065,-0.2284085303545
0,0.0275334622710943,-0.0862291306257248
0,0.019693661481142,-0.040201049298048
0,0.0987125188112259,0.00791039597243071
0,-0.0195313468575478,-0.140463873744011
0,-0.0557768307626247,0.12234890460968
0,0.0443037934601307,0.170892089605331
0,0.0323231779038906,0.00867404602468014
0,0,-0.0910688415169716
0,0.0215264931321144,0.135664880275726
0,-0.0057471664622426,0.0328806675970554
1,-0.0154142891988158,-0.201113790273666
0,0.0215264931321144,0.340276300907135
0,-0.0153257008641958,-0.0880628004670143
0,-0.0309279691427946,-0.0581461936235428
0,-0.0113123152405024,0.202094048261642
0,0.0161924734711647,-0.156214028596878
0,0.0351189374923706,0.0176365450024605
0,0.0217770971357822,0.016957113519311
0,0.0367922931909561,0.062342181801796
0,0.0332586318254471,0.055314015597105
0,0.0541666522622108,0.0600717812776566
0,-0.00592877762392163,0.295822739601135
0,-0.0318092070519924,-0.233302250504494
0,-0.00821350794285536,-0.0364111214876175
0,0.0910973027348518,0.201093107461929
0,0.045540776103735,-0.100125201046467
0,-0.0235934872180223,0.0162326954305172
0,0.0390335097908974,0.152471303939819
0,-0.0483005531132221,0.00199809530749917
0,0.0338345989584923,-0.125782161951065
0,0.0181818008422852,-0.0467110946774483
0,0.0160714350640774,-0.0736177712678909
0,-0.0795792192220688,-0.1653021723032
0,-0.0608471296727657,0.0643333494663239
0,-0.0922114700078964,0.0109249465167522
0,-0.103452332317829,0.00687388656660914
0,-0.0173066779971123,0.0761710405349731
1,0.0271485541015863,-0.155005097389221
0,-0.0297154169529676,0.18283773958683
0,0.0837521106004715,-0.0750838369131088
0,-0.0100463768467307,0.089783750474453
0,0.0476190373301506,-0.198979809880257
0,0.0454545356333256,0.130333721637726
0,0.0598716959357262,0.087806798517704
0,0.00806991569697857,-0.0983487591147423
0,-0.0400266461074352,-0.0527327805757523
0,-0.0757470205426216,0.121805958449841
0,0.0233081933110952,-0.076435387134552
0,-0.0991917699575424,0.151967793703079
0,-0.0946165919303894,-0.0773167163133621
0,-0.072972945868969,0.0147133460268378
0,-0.0585289783775806,0.0596854165196419
0,-0.0518903024494648,-0.0332169681787491
0,0.00449181627482176,-0.00510408636182547
0,0.0217192750424147,0.00518869468942285
0,0.0228425469249487,-0.00573080824688077
0,0.0219558198004961,-0.0922129601240158
0,0.0166782382875681,0.185122609138489
0,-0.082152932882309,0.0330612063407898
0,0.0339506417512894,0.0404243916273117
0,-0.125373125076294,-0.120197102427483
0,0.0614333637058735,-0.0892036557197571
0,0.0128617631271482,0.200978964567184
0,-0.0190476570278406,-0.0353670231997967
0,-0.0533980466425419,0.00828831735998392
0,0.00512824114412069,0.0797301977872849
0,-0.00510207656770945,0.0271452516317368
0,-0.0102563807740808,0.00310148345306516
0,-0.0500863306224346,0.000391948793549091
0,-0.0654545649886131,-0.0753424540162086
0,-0.0187155101448298,-0.0315398126840591
0,0.0274072550237179,0.0697969123721123
0,0.0494805984199047,-0.00919011700898409
0,-0.0595545694231987,0.00332826911471784
0,0.0324479751288891,-0.0863766223192215
0,0.0276078805327415,0.126464992761612
0,0.0158368647098541,0.0533432513475418
1,-0.111742399632931,-0.145965829491615
1,-0.211087435483932,-0.0900970473885536
1,-0.189189165830612,-0.104108713567257
1,0.0333333015441895,-0.218671962618828
1,0.319354861974716,0.330641448497772
1,-0.0537897646427155,-0.0982434377074242
1,-0.049095593392849,-0.0900597274303436
1,0.0869565382599831,0.473653078079224
0,0.0299999862909317,-0.181374475359917
1,-0.0315534248948097,-0.303028583526611
0,0.0701754316687584,0.391370892524719
0,-0.0444964729249477,0.0980908274650574
0,-0.182770192623138,-0.210889771580696
0,0.0666145458817482,0.632330417633057
0,-0.0261118728667498,-0.194662660360336
0,-0.00451065925881267,-0.0274931620806456
0,0.0179950576275587,-0.120972663164139
1,0.0386657044291496,0.188069090247154
1,-0.0351338274776936,0.104343496263027
0,0.05851886048913,-0.0241772681474686
0,0.237279921770096,0.121003411710262
0,0.00830364134162664,-0.217893466353416
0,0.0678431764245033,0.268115788698196
0,-0.00954830087721348,0.0514265224337578
0,-0.0634037852287292,-0.167374223470688
0,-0.0562153421342373,0.0339222848415375
0,-0.0184564385563135,0.143141433596611
0,-0.00982906110584736,-0.0795039087533951
0,-0.0457487925887108,-0.032010555267334
0,0.0877431035041809,-0.172965943813324
0,-0.0686070546507835,0.1094756051898
0,-0.0379075966775417,0.00503519643098116
0,-0.0815251022577286,0.0206214413046837
0,0.0110644176602364,0.0423043631017208
0,-0.0694720298051834,-0.061309177428484
1,-0.0331294275820255,-0.117050066590309
1,0.00921779219061136,0.146932661533356
1,-0.0560469962656498,0.0850464999675751
0,-0.111979201436043,0.504625856876373
0,-0.00146625679917634,-0.148067533969879
0,-0.151248142123222,-0.0566119290888309
0,0.0198961943387985,-0.313355922698975
0,-0.0356234572827816,0.284276276826859
0,-0.128408074378967,-0.0719132795929909
0,0.213925287127495,-0.0240415316075087
0,0.173732340335846,0.202138662338257
0,-0.0212464388459921,0.1130341142416
0,-0.0108538251370192,-0.335306972265244
0,-0.0021946020424366,-0.155735075473785
1,0,0.232380211353302
1,0,-0.0319403782486916
1,0.0310558713972569,-0.149370536208153
1,-0.0421686731278896,-0.203083589673042
1,-0.0597484111785889,0.267470568418503
1,0.0434782989323139,-0.0408354438841343
1,0.105549313127995,0.0879594907164574
1,-0.0287855882197618,0.0755681321024895
1,-0.0230852346867323,0.00664354395121336
1,-0.0115551901981235,-0.122102648019791
1,-0.0782459452748299,-0.10277982801199
0,-0.0840128436684608,0.096760518848896
0,0.165231719613075,0.22829407453537
0,0.00518251163884997,-0.0813739076256752
0,0.0293524004518986,-0.058809507638216
0,0.075068786740303,0.362939566373825
0,0.0243747644126415,-0.145616605877876
0,-0.0390381664037704,-0.155151978135109
0,0.0359094068408012,0.0313555635511875
0,-0.0610797889530659,-0.0341744050383568
0,-0.0617229901254177,0.115216098725796
0,0.0177473463118076,-0.24062192440033
0,0.0365031510591507,0.369665086269379
0,-0.0865859463810921,-0.0176981985569
0,-0.0103142969310284,-0.074163556098938
0,-0.148387163877487,-0.0422099567949772
0,-0.0434148982167244,0.152334988117218
0,0.167529687285423,-0.0910627096891403
0,0.0326115302741528,-0.0752550736069679
0,-0.066195011138916,-0.134403839707375
0,-0.0200216770172119,0.102879337966442
0,-0.00166952249128371,0.0422081314027309
0,0.00931823719292879,-0.0132871605455875
0,0.0432145744562149,0.0117575963959098
0,0.0262940376996994,-0.00325067876838148
0,0.032308891415596,-0.119129367172718
0,-0.00319849699735641,0.156475886702538
0,-0.0837222784757614,0.12334182113409
0,-0.125860333442688,0.260193288326263
0,-0.0191226322203875,-0.111881121993065
0,-0.17316509783268,-0.228918969631195
0,0.110956981778145,0.154777005314827
0,-0.03995006904006,0.106497451663017
0,0.0962288677692413,0.256498664617538
0,0.0118623850867152,0.0194143801927567
0,-0.0574442744255066,0.148335203528404
0,0.00497513450682163,-0.0879813134670258
0,-0.0111386179924011,-0.237761110067368
0,-0.0130320815369487,0.0229390021413565
0,-0.00797833502292633,0.0583741217851639
0,-0.00839382596313953,0.0724165439605713
0,-0.0321212187409401,0.176202535629272
0,-0.0226029381155968,-0.186686918139458
0,-0.00884690415114164,0.0220601614564657
0,0.0172185376286507,-0.0679257735610008
0,0.0181143414229155,0.00218451814725995
0,0.0347605757415295,0.217289924621582
0,-0.0409836284816265,-0.0633523091673851
0,-0.150640994310379,-0.122751645743847
0,-0.0314465835690498,-0.142799407243729
0,0.0194805786013603,0.399395436048508
0,0.00891715846955776,0.0771962180733681
0,0.0189393758773804,-0.118899427354336
0,0.00123921525664628,0.17586487531662
0,0.00371282338164747,-0.135795906186104
0,0.0123304445296526,0.145112365484238
0,0.0986602082848549,-0.181073516607285
0,0.0144124291837215,0.295326113700867
0,0.0448086857795715,-0.300156772136688
0,0.0210424978286028,0.0960618332028389
0,0.00586030911654234,-0.114492952823639
0,0.0131884077563882,0.165271416306496
0,0.0200816728174686,-0.0803798586130142
0,0.017016040161252,0.0409879609942436
0,0.0229935329407454,-0.199109584093094
0,0.0203396342694759,0.409640610218048
0,-0.0575275309383869,0.120950654149055
0,0.0155844474211335,-0.122511655092239
0,-0.044757068157196,-0.212388798594475
0,-0.0642570033669472,0.0269291251897812
0,0.0185980126261711,0.0766680836677551
0,0.0294943358749151,0.177727073431015
0,0.0136425523087382,-0.00951318070292473
0,0.0430686511099339,0.066219262778759
0,0,0.0411253981292248
0,-0.0103225251659751,-0.0519304610788822
0,-0.00521513447165489,0.0740891396999359
0,-0.0301441699266434,-0.0146340979263186
0,0.0194630101323128,-0.0728534013032913
0,0.0140401348471642,0.145372524857521
0,0.0172587782144547,-0.173798084259033
0,0.0206609778106213,-0.0577748045325279
0,0.0232100021094084,-0.0629822537302971
1,0.0212573520839214,0.0647976472973824
0,0.00989530608057976,-0.0659152045845985
0,0.216560572385788,0.170644149184227
0,0.104712046682835,0.0231618173420429
0,-0.0426540449261665,-0.215036541223526
0,0.0346534140408039,0.0984595566987991
0,0.0366826206445694,0.0185518339276314
0,-0.0353846214711666,0.0545807220041752
0,0,0.205244690179825
0,0.0430622175335884,0.0969003140926361
0,0.0672783330082893,-0.0109237525612116
0,-0.0128939868882298,-0.21970123052597
0,-0.139332383871078,0.175901979207993
0,0.0691399797797203,-0.0760317444801331
0,-0.00118805025704205,0.221384406089783
0,0.00853589363396168,-0.125706151127815
0,0.0190532132983208,0.0111309913918376
0,0.0218617916107178,0.0099406661465764
0,0.0310226026922464,-0.0223763510584831
1,-0.296437859535217,-0.0707297623157501
0,0.0566301010549068,0.217590495944023
0,0,-0.0491653420031071
0,-0.05195527151227,0.0138709899038076
0,-0.046552736312151,-0.241582974791527
0,-0.0488257072865963,0.369717746973038
0,0.00389858521521091,-0.00460614031180739
0,0.00841424707323313,-0.0641844570636749
0,-0.024390235543251,0.0967398434877396
0,-0.066447339951992,-0.102146446704865
0,-0.058491937816143,0.116698227822781
0,-0.092065803706646,-0.151873782277107
0,-0.045342180877924,0.0976276621222496
0,-0.0466321408748627,-0.116698741912842
0,-0.0337367691099644,0.03706369176507
0,-0.0123255923390388,0.0402202047407627
0,0.0379756242036819,0.0329496711492538
0,0.0375029817223549,-0.101226232945919
0,0.0359214879572392,-0.053973350673914
0,0.0162771362811327,0.00798038858920336
0,0.000859703461173922,0.0813543498516083
0,-0.0450054965913296,0.295203447341919
0,-0.0114942416548729,0.322085648775101
0,-0.0279069636017084,-0.379369020462036
0,-0.00358854164369404,0.00897001009434462
0,-0.046818695962429,0.163561284542084
0,0.0793450400233269,-0.0995534807443619
0,0.0280046556144953,-0.154541835188866
0,0.0238365810364485,0.226398855447769
0,0.0133037297055125,0.0284864213317633
0,-0.00328223360702395,-0.0418035797774792
0,-0.00987925752997398,-0.229442313313484
0,0.0133037297055125,0.0667303577065468
0,-0.0229389201849699,-0.11274029314518
0,0.00113482435699552,0.237753570079803
0,0.0202874485403299,-0.0876696556806564
0,0.0182312447577715,-0.13519923388958
0,-0.00201494502834976,0.890161275863647
0,-0.00601852592080832,-0.269307374954224
0,-0.00797828566282988,-0.272064596414566
0,0.0261569041758776,0.322058349847794
0,0.00882359128445387,-0.269596457481384
0,-0.0155491074547172,0.122006058692932
0,0.00789735093712807,-0.0659972578287125
0,-0.0450538694858551,0.122383780777454
0,-0.0482051782310009,0.0797436237335205
0,0.0226293411105871,0.151819556951523
0,0.11591149866581,0.109897583723068
0,-0.0283285845071077,-0.137071639299393
0,-0.0553936250507832,-0.239246249198914
0,0.0164608769118786,0.22270168364048
0,-0.036437202244997,-0.299368917942047
0,0.0147820143029094,0.444370359182358
0,0.0119346268475056,-0.166466951370239
0,0.0226353220641613,0.234919384121895
0,0.0760747194290161,0.200446039438248
0,0.0568793416023254,-0.139404594898224
0,-0.0708214342594147,0.00500102806836367
0,0.00245361169800162,-0.145820245146751
0,0.0377562306821346,0.0506442524492741
0,-0.0270270500332117,-0.045784205198288
0,-0.0160256251692772,-0.232873976230621
0,-0.0564603544771671,0.236142918467522
0,-0.0184120051562786,-0.0654032602906227
0,-0.0762016400694847,0.0756570547819138
0,0.0964467450976372,0.0422352142632008
0,0.00810181628912687,-0.00123881094623357
0,-0.0309988632798195,0.0863791331648827
1,-0.0497630275785923,-0.230384513735771
0,-0.0723191648721695,-0.00779806822538376
0,-0.139227658510208,0.0568942129611969
0,-0.030696602538228,0.115149617195129
0,-0.0316686518490314,-0.139879658818245
0,-0.0364780426025391,0.0891548320651054
0,0.00391647638753057,-0.167649626731873
0,-0.0507151819765568,0.135374948382378
0,-0.0260273888707161,-0.148912534117699
